Email,Address,Avatar,Avg. Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent
cbenitez@johnson.org,Gilbertburgh,Yellow,32.77920019180191,10.88392381571006,34.23314651839165,8.498070757073645,1782.4531361153076
david86@jackson-gonzalez.biz,Lake Ashley,Pink,33.44475549786111,12.235616910034617,35.98552386323249,4.558057882156751,1611.8345538936026
emiller@wright.org,Porterbury,Pink,33.321222604310336,13.522430748223137,36.912850312383014,3.2561806416639123,1559.9095284796817
rogerthompson@gmail.com,West Ericshire,Blue,32.96366623718909,10.940171582727437,33.83773953276813,5.296048913101828,1563.317836718113
kelly49@jimenez-charles.org,Leestad,Blue,38.87637613431154,14.661816798295861,36.749732278459305,4.732488226197703,1807.8846240152816
nfernandez@gmail.com,West Sandrafurt,Pink,31.666761445010554,11.176385305484668,38.28312486459458,3.1857854232051506,1509.0386178948515
yanderson@gmail.com,Yatesfort,Pink,31.648576939682616,14.161247846322407,32.021110485156875,5.127828758614523,1482.6379273555215
meganmitchell@sanchez.net,West Charlesfort,Yellow,34.38819349362351,14.63540394740511,35.36931401583228,6.0231501915515935,1732.8314670929205
benjaminwright@gmail.com,Torrestown,Green,31.80966200184964,13.656857778675496,43.385006898489664,3.4993268201592618,1598.7253045709074
sotorichard@barnett.org,South Shannonton,Blue,32.41718727730221,13.916861935688575,36.48859585252911,6.393057438114935,1697.4343751556055
amy45@gmail.com,Sandyville,Green,30.827178093288765,17.561749098317694,39.84692031835574,3.5368116405438466,1544.4806079934883
jamie55@gmail.com,South Tanyaberg,Yellow,33.983115838805176,13.333088543322674,36.93101760801474,3.272400042045663,1506.4221655218937
marksnicole@martin.com,Anthonytown,Pink,34.0085144889683,12.719678607491208,36.17508773542098,4.69918512466143,1657.1586024332598
jeremycarter@lopez-taylor.com,Castroview,Orange,32.36961588015311,13.17246586745103,39.333387437889776,5.598869427452248,1620.111608455024
gonzalesmatthew@hotmail.com,Simstown,Green,34.42963337696015,15.04265343680585,39.99273119964922,5.7657732475785615,1741.2674350214563
jessicahughes@gmail.com,Ericaville,Pink,29.283749972532817,17.158550571186062,34.769176776921284,4.972867809166557,1546.646560454832
steven00@hotmail.com,Harrellberg,Pink,31.58629319697131,12.167068509513838,34.25582029248136,2.8000224878717934,1465.7611799533786
davidcastro@campbell-davidson.info,Greenport,Red,32.66004162757814,10.675241349318709,33.57921872845328,3.1711287548007387,1422.1886832894186
michaelvillarreal@yahoo.com,Baldwinton,Green,30.655435006194093,14.825098873141155,34.804428621510105,3.9977677694625915,1463.9448983582379
carrillobrian@compton.com,Chenton,Orange,29.502573925162555,9.773823728449504,39.84062079090634,5.31659606616501,1581.3826055145746
cynthiagarcia@bruce.com,Carolynbury,Green,32.384208069923105,13.015517557204904,37.077981823869514,3.9114944395454234,1524.1541332933311
grantstephanie@hotmail.com,Aliciaburgh,Pink,34.388040174121485,13.109250198267771,39.95999169432787,5.97779877563446,1743.8581473709396
hillstephanie@sanchez.info,Sophiastad,Orange,35.56421678285302,12.285325717605536,34.41640320817955,7.346074679393933,1785.2859591292379
icoleman@wood-wheeler.org,Smithmouth,Yellow,31.905424233589255,12.402919646052604,34.49256837436443,3.0976419347126085,1442.4900327364098
michaelmcclure@jones.info,Arellanobury,Red,34.466431675243186,9.19501278810961,36.01892311265572,4.575575607014656,1611.8887250100604
valenciatina@burgess.info,Cohenbury,Pink,34.273084076151335,10.763437252137338,37.74215574840651,5.3756047881821365,1706.3522662550806
adam15@hotmail.com,Rowlandland,Blue,35.43721634866899,14.374181656214661,36.650338717307704,5.750548408884301,1726.406392697711
robert16@gmail.com,Port Sharon,Blue,32.299617939292,8.417462412135148,38.74479314672722,4.83091964776416,1552.2090399554693
moorejames@wong.org,West Hollyland,Red,29.40299900963065,12.328011575193463,38.03592927314069,4.329903419691537,1500.664450929168
sarawilliams@gmail.com,Greenburgh,Yellow,33.14037170484549,11.874868231883688,38.21885273915244,2.1530507151605294,1507.436430311459
ryanryan@hotmail.com,South Edwardshire,Pink,30.972412518060555,8.515122690813772,38.71220756553556,3.895908945827245,1487.7920586915961
tony64@ramirez.net,Derrickside,Green,31.552989781875986,15.884752897874044,39.74078292453483,5.412741620921922,1655.972968233989
gboyd@cook.biz,Johnsonberg,Red,32.39756171189364,10.439463815599865,30.84929805949379,6.525378283131528,1616.4582852204996
gilbertlawrence@burke.info,East Jamieview,Yellow,32.32214473730171,13.597853426506529,36.96911811642429,2.818132584711024,1491.9106231057206
joserichards@lopez.com,North Cindy,Green,33.28311853379159,11.562204783533886,39.10677773825886,6.389469393346314,1706.2118690195005
odombeverly@gmail.com,Owenfort,Blue,34.40631263283923,10.810280442070692,43.30971754200934,6.006980157357999,1764.6441967507847
troberts@hotmail.com,Kaylaburgh,Blue,32.26452883344807,12.028038869161826,36.74967126424845,4.785690114448153,1581.4233698811136
michaelgonzalez@duncan.com,Ryanport,Green,33.79139501321601,11.7872918415697,31.505989014739413,3.320305132562811,1488.1001054138378
madelinegarrison@yahoo.com,Thomasstad,Red,33.02963201986101,12.126532974699776,40.56336839212307,6.5981744261013855,1716.9775438921638
wilsonlisa@ashley.biz,Jamesborough,Blue,34.87098879175689,10.926096431619454,33.95620641859361,4.365991890527465,1561.3599152839654
wjackson@yahoo.com,New Janetbury,Pink,32.62281629778737,10.472030846679587,38.151549225277016,5.212092891172132,1580.9285866472255
gomezseth@hotmail.com,Tatetown,Orange,32.842146648450885,14.508912847959175,38.344756416016935,3.2879397070561938,1564.6654325575905
joseph79@gmail.com,Laurenport,Green,32.25119910400219,12.513871244385268,37.315385233681226,2.346297361094763,1454.6577156301523
evanscrystal@miles.com,Caseyborough,Green,32.67550292008301,12.379373066110304,31.666034280910868,5.508935950686748,1597.9422861529897
pfrey@porter.net,Lake Sean,Blue,31.43302374330825,10.717043878766304,36.092134499542034,5.0894031005924605,1582.7484654396007
nicholas95@meyer.biz,Greenbury,Red,31.234805427712974,15.648797714257386,33.076180466333,5.1895539363828105,1628.2432682452986
gary99@hernandez.com,New Melissa,Pink,34.55153077056545,12.325142847869564,38.13433218702361,2.8947508385561047,1544.0977183183388
pattersonemily@lucas-deleon.com,Port Miguel,Red,30.833596633630798,8.708581618910628,34.78717437223392,5.6768337240230435,1530.9346264322305
james56@gmail.com,Aaronton,Yellow,32.361763820604196,13.051647294879992,31.689656656801823,5.5880318693283355,1616.8942448348587
eric48@hotmail.com,New Jacquelineville,Yellow,35.03068557254199,10.971612328599162,38.77905240409085,8.229104646810818,1856.0076059085063
nedwards@yahoo.com,Kellyville,Orange,32.29459840999279,14.321667925309752,33.83160143694329,4.108480836869893,1514.7539589402322
douglasortiz@gmail.com,East Heather,Blue,34.65748090737115,14.576863248854135,37.336612760934294,1.9370822782108457,1507.7559085466708
jessica59@gmail.com,New Jesse,Blue,31.817908558546318,14.345867544327788,35.15768225562392,3.842681378857044,1554.3281562676884
chase27@franco.com,Gregorychester,Blue,30.897672787299612,11.577186188952174,39.169764675842046,3.9101484228112406,1517.756691936143
qgutierrez@hotmail.com,Dianamouth,Orange,29.81034829019836,12.274203299441922,39.06549567018997,4.668869229578348,1502.3542578584813
todd71@yahoo.com,Port Christina,Yellow,35.62544813854532,12.997211244093943,37.594849095331874,5.504220471585935,1705.7947548185225
xharrison@gray-nicholson.com,West Ray,Red,30.72625763673117,14.285322634674534,36.731413724383955,3.676387816490396,1540.2364491143262
athornton@hotmail.com,Michaelstad,Orange,34.494373180250186,10.424493623934994,35.898071327501924,6.086541829737504,1708.857215387377
thomasmegan@gmail.com,Sarahmouth,Orange,31.000105946413235,12.686851918280063,33.98760805203748,4.505075694279692,1534.8209158947136
christina29@wilson.net,East Mark,Red,35.63476783587964,16.235845878003094,35.52960670450549,1.3096835796669684,1524.1799255233334
candice41@hotmail.com,Susanborough,Blue,37.4135654492302,11.429212793707203,38.19597593017694,4.432435165797628,1649.9782626266901
nshields@schroeder.biz,Lake Rebecca,Pink,29.626939880619325,12.447858460844822,41.88650419064402,3.5642566787796586,1525.660657572301
manuelnelson@yahoo.com,Parksmouth,Red,30.83048713168237,17.726975109868896,38.42730775204404,4.698773994086767,1659.1953758896836
anthony06@zavala-patel.com,Rodriguezfort,Yellow,34.54626372760645,12.017526774057657,38.787527064010426,6.069850054320385,1705.0111979383287
ealexander@yahoo.com,Mauricebury,Green,34.02608584673163,9.422411886967959,36.730459677912314,2.7420060113270903,1530.5616309950915
alexander92@lewis.org,New Robert,Green,34.553843709520386,12.385238742813472,38.3156680757496,4.251290938001333,1598.5353087587218
evanberg@ward.org,East Michaelland,Orange,31.852488899191247,15.845859110916019,31.630368830853577,6.956988516685341,1703.9938707859599
jamestaylor@hotmail.com,West Charles,Green,36.97506832204674,14.613429199082931,35.19528069544484,3.9192587676946586,1666.3121929541717
jessicapatel@gmail.com,Nicholashaven,Pink,33.23609893337955,10.540617961598135,38.759170485306996,3.54245075482146,1521.7827542036127
nwalker@hotmail.com,Reynoldsshire,Blue,30.56607484631296,13.330789427426826,38.80399813330659,7.301498072624877,1668.2846580184498
loriduran@yahoo.com,Molinabury,Yellow,32.49370299991411,12.148310298371156,35.64162925093594,5.250809926088207,1601.060113526012
mark27@yahoo.com,North Amanda,Pink,30.592866207542336,14.124067456349952,33.72907361726004,6.634686346901248,1616.2926099584756
garciaangel@carson-gomez.biz,Zimmermanhaven,Yellow,36.18188271710821,11.269205132559117,36.82250904305863,3.4806172350543636,1592.1467747149516
washingtonmegan@gmail.com,Hardytown,Yellow,31.679337474399766,13.489035406266797,35.91387033524905,3.8642104743820522,1541.4094215014095
xpierce@yahoo.com,West Kyle,Blue,33.98496696948924,16.32050564679188,39.351536683059685,3.0050834562038182,1645.9777547446458
marcbrown@castro.com,Weaverfort,Orange,32.05865371003564,7.2752672469715645,38.758262412220205,5.26948617441635,1598.1863639882952
michael76@perry.org,New Amymouth,Green,31.769225380474975,13.685785188477288,40.87253939153947,3.4694558067859855,1494.8858197305647
david63@gmail.com,Tamarachester,Blue,29.1794916374379,15.138134148160766,39.776139813240974,3.1572811592300267,1519.6533670446538
riverajose@gmail.com,South Michelle,Pink,34.196349205981136,9.387326035240893,36.314739501784466,4.706217972967367,1551.3292362384457
elizabethhubbard@braun-smith.com,East Jamesfort,Orange,35.598362505258365,11.058806286454004,37.87160922643862,5.013859010000824,1694.537633818392
kimburch@larson.com,Whiteland,Pink,31.168064837269696,11.712592721636582,42.08603081447199,4.395122170354359,1532.6539701114195
mclaughlinjonathan@manning-baker.com,South Amy,Orange,29.909541770002658,11.038179705862387,35.99909923373892,4.67568467746653,1506.6297452176188
laurenbarron@guzman-wyatt.com,North Timothyton,Pink,34.60663208547566,10.888372673154684,37.43731989935714,6.832629295467074,1772.937343822897
christinewalton@yahoo.com,Lake Kelsey,Blue,29.707517301787497,11.750514162194438,36.98905239027433,6.059653044780928,1538.2547234605888
nicolehunt@yahoo.com,East Cory,Orange,35.43906587189652,14.203389685990903,37.04150843330233,4.429994014083284,1685.1625447029637
suzannetaylor@hotmail.com,East Kenneth,Orange,31.19120975409076,15.475304647041249,34.81474438702886,5.4525971803100965,1613.0110818088615
donaldbeard@good.com,Hartmanville,Yellow,30.793414514350747,15.105308174241852,40.271092556094644,5.797748583428376,1722.4423714387676
jwest@gmail.com,Beanhaven,Yellow,33.49692484226258,14.487601680240813,34.707044150507926,4.990931051060499,1614.0299239589044
reneeholmes@yahoo.com,Lake Robert,Red,30.923721429977125,16.164230186240612,41.645146730925724,3.3613713002437757,1576.8273127617686
tgibson@wheeler.com,Jasonton,Pink,31.58577783741358,16.562655289355494,41.096777345163154,1.7392127556895693,1549.1989183031376
michaellewis@olson.com,New Michaelville,Yellow,33.707963865342016,12.832118234067833,37.62723653879101,7.236269054372611,1728.03787441213
wilsonedward@pierce.com,Evelynville,Red,28.141775325666707,15.361930511352758,37.014097030649,4.557512203768402,1531.1402202277216
julie20@wallace.com,West Dianaside,Yellow,36.28483849185665,13.347838397043647,35.05755798039536,5.213908479863192,1737.15827924585
parkerpaul@hotmail.com,Jesusside,Pink,33.08728026493148,12.067521913202476,37.17737122626603,3.1810036818942766,1563.002876142517
ysparks@yahoo.com,Thomasview,Orange,30.414067975192943,12.400462575259807,39.700262602361306,4.155284862392093,1526.28728064508
michael91@padilla.com,Odomshire,Green,30.965509261426316,14.525034931665193,35.2894198643167,3.3075437364305103,1470.431764084719
marybutler@gmail.com,New Lisaberg,Pink,34.98329275652161,15.431182330201255,40.66970483687454,2.996990862144223,1632.9136993063385
juanclark@yahoo.com,Beckerton,Blue,34.20210587014821,13.660908730303525,39.56264439830992,4.995517341880249,1711.7266477187
sarahbeard@hotmail.com,New Nicoleside,Yellow,35.77356131457042,11.707924230113417,36.734733510753145,5.002327835134632,1624.4772308157408
kevinthomas@ward.com,New Jennifer,Yellow,31.63451431039153,11.521042146526309,38.99024600513886,4.685505281909752,1557.836993047462
qkent@miller.biz,Rileyborough,Orange,33.593167674301604,8.793431036428235,34.718517618356834,4.6502445354499535,1523.2628971691079
aaronhoffman@nunez-smith.com,North Vanessaburgh,Blue,33.85313582356736,13.221868063887813,36.74246266578049,5.298569050617105,1664.5422207663075
madeline55@gmail.com,North Scottberg,Orange,34.39053500050447,13.085785187581859,42.54240865915763,0.41968035140870974,1512.776438257215
melissamartinez@hotmail.com,Robertsonside,Blue,35.25456224686414,10.410725298983925,39.9851826709393,5.686940907875311,1721.7239737955651
kimberlyschroeder@yahoo.com,Bryanland,Green,31.565472188311304,13.44620984109924,38.2457443680944,7.894771653024109,1727.1976915596304
daniel70@smith.com,Port Johnchester,Yellow,32.771659464479036,13.41266672493266,37.172380943661054,2.2875034092530515,1538.3784440417921
kristin23@peterson.org,Davisfurt,Yellow,31.77970050883971,9.532575161728966,36.81446294231242,1.6369933545917266,1432.9859029329316
erin24@gmail.com,Kathyfurt,Green,32.89477625328725,11.856512044502207,36.92810901223062,1.9630584908254045,1465.7208584573548
stephenbowers@hotmail.com,Lake Williamview,Red,34.39686556412595,15.318091437287691,35.06567944097733,5.985388083327308,1707.3714666926296
philip64@jones.com,South Zacharyfort,Orange,29.691928999478595,11.233638951895733,38.63017179078637,2.7315586750063052,1403.9155926752615
alvaradomolly@foster.com,South Gene,Green,35.21874313891857,12.535283365027304,39.610999412764855,4.792628823990502,1688.5548595054843
zsutton@hotmail.com,Port Sheilaport,Orange,30.7216357514725,12.820913608727825,36.36965957105669,5.241796449842256,1571.9743096458533
rhernandez@ramirez-garcia.com,Port Cassandra,Pink,32.38525936060554,12.44732760929596,38.168499375067164,4.234562750143561,1537.6769137448875
kathywalker@smith.net,South Kimberly,Yellow,35.487883849932246,13.87740809866079,35.18087467129036,3.782116505107204,1618.748126971222
matthew99@thompson.info,Tammychester,Orange,33.65601943596681,14.370443407049999,36.83315358051978,4.01529615345551,1593.3199318034654
hfrancis@yahoo.com,East Christina,Blue,33.67905989652732,15.029165381374302,34.88444725766854,2.5459460417552466,1547.3450178394792
saundersmeghan@payne-hayes.com,Port Matthew,Orange,30.63874790940978,11.873004143589926,36.43259412157131,5.71565476670698,1585.8793747379455
conniealvarez@yahoo.com,North Paul,Pink,30.91182812835232,13.547733211190678,37.29849893258688,6.1462821790218864,1659.0459169157468
xsanchez@bell.com,Stevenchester,Yellow,34.88251279333784,14.17965857456068,38.51109328870626,4.806699272706376,1699.1717986483152
mgarner@yahoo.com,Kellytown,Green,31.82171290903122,12.263333136359742,35.46844076618029,3.2122684022780046,1443.77856752799
vickismith@clark-lam.com,Sheribury,Pink,32.0101762534003,11.06167660976687,38.19041612568945,4.411711076028618,1510.5869093752287
johncastillo@hotmail.com,West Matthew,Yellow,34.927902502109426,12.787156374110292,34.60914910790078,4.197529161472409,1606.9750887826356
francoandrew@wong-richard.com,Hubermouth,Orange,30.900172909260945,11.28853693693291,37.79281010612052,3.6050100046734324,1444.2161345412383
haileyhartman@yahoo.com,Edwardbury,Red,33.53847026577252,11.09154381229886,42.52753035811868,4.53468323205198,1657.5916003188668
john42@yahoo.com,Robinburgh,Red,33.08581465233538,12.940267816306756,36.07153009496827,4.071192748424067,1568.3547166389108
bwilliams@hotmail.com,East Michelle,Blue,32.99462854827352,12.123367363554474,33.665623106690035,6.202513970589927,1673.6263825147432
jhoward@hotmail.com,Rachelberg,Yellow,31.963128736244993,12.851043789459645,39.24166531286621,3.133904754454359,1565.0888066977266
charles28@robinson.com,North Williemouth,Red,31.840289637073344,9.397546863259553,37.71507990559082,4.169462741507468,1479.1251939297847
ambercook@kelley-green.com,South Jill,Green,30.843271672410268,12.14890574152729,38.14593548230177,3.1989807090542755,1482.3133988275129
nicholaswilcox@yahoo.com,New Joanfort,Yellow,33.965330052082614,7.979470196387056,40.179690515290105,4.4213045989603605,1622.4970126498629
markpope@gmail.com,Karenshire,Green,31.663701616966527,10.409059650727139,35.22316213920733,4.883799242872726,1545.2708570157172
tlester@owen-rogers.org,West Davidberg,Green,34.9374892423345,12.322132897070563,35.296992581833344,4.100763467487019,1613.4578676259957
mcguirejoshua@yahoo.com,Brianaside,Red,32.5508899168187,14.926245129513664,38.361438627244816,5.815555270532182,1662.905517545419
gmarshall@melendez.com,East Alyssabury,Yellow,30.883099021157925,13.573701722333855,39.59903164406162,6.996684692479067,1692.5779149804532
murillokenneth@fields-rojas.net,Meghanland,Orange,32.52437223570316,12.680553736435652,37.593187525807274,-0.41145309493593807,1358.838877692801
turnerstephanie@yahoo.com,South Robertchester,Pink,32.178285601727055,11.746510056282911,36.82142083223034,5.832965010721149,1660.0083635569824
simsrobert@hamilton-wells.com,Bradshawland,Red,35.018206823456104,11.998815077493504,37.806982388528894,4.429219797622481,1617.7262667988123
elizabethgonzalez@thompson.org,Port Devin,Red,32.26199962149693,15.11155839575908,38.8338695599304,4.483278744529186,1638.7170008602886
jesse20@yahoo.com,Fergusonport,Orange,32.44757923759935,10.287302807659103,33.38001536678497,4.100031042577345,1506.004025097216
xromero@gmail.com,New Dennisside,Yellow,35.82309341098487,11.04892347887692,34.52469163527922,5.412543396791653,1686.0271197091386
smithroger@mahoney.com,Alexandertown,Yellow,34.0165346429267,14.63351081973429,36.778023662307206,4.594184236513964,1625.1852139697246
dawn48@miller-hooper.com,Port Carlos,Green,36.325412032006994,11.812145706596509,38.72521098015293,5.705397237011825,1755.9890194313828
smithjenna@gmail.com,North Sara,Orange,35.51809000812781,16.37817197221365,42.42883010489931,4.522026921729682,1774.7547685091843
ryanmorton@yahoo.com,Cruzborough,Orange,31.22567482327429,13.881399767944709,36.716578024031925,5.311926585894352,1617.3986356246535
davidfloyd@malone-kelly.com,Michaelfurt,Yellow,34.97990170880021,14.809914126681143,37.61312521595867,5.6681686151414485,1699.3454957272445
gchapman@hotmail.com,East Davidville,Green,36.050606584149186,9.248744958394813,35.33742996303742,4.308629553872931,1648.736537420411
kevinstone@gonzalez.com,West Robert,Red,36.06562626464684,14.618853245565916,38.642828372940265,5.648624887014673,1751.2055729419117
michaelschmidt@acosta.com,New Brittanyview,Blue,34.976191967153376,10.801220633502162,34.255134733651666,5.2375795107717895,1631.4184998223966
wjohnston@hotmail.com,Grahamport,Pink,34.93504598981835,13.931529140482903,36.97147210751335,4.778675207106076,1682.1360315569211
paul78@gmail.com,Wardhaven,Red,32.3946779126489,11.772597398673906,34.62483600886521,3.456318904255247,1509.8521192979981
rodney27@yahoo.com,North Nicholas,Yellow,31.32523583130085,12.945606837121066,31.719096481766705,3.2365448733361504,1498.0265579186585
jeremy76@young.com,Blackhaven,Pink,32.29556536220509,10.28753943669279,43.734472911652105,5.078003972697525,1571.0050100145663
pday@hotmail.com,East Thomasport,Blue,29.670421997134476,9.058839201532448,39.00477001226844,5.459848070176508,1551.7157446022186
beckylee@swanson.net,Allisonburgh,Blue,35.68559063084341,12.8011128609186,39.02212661986467,4.009585010492059,1681.3893877748105
proberts@yahoo.com,Jonesview,Green,32.43341408116458,11.912400215135381,39.27231264098478,5.5813443605610455,1650.9718421996697
scottchristopher@gmail.com,Smithside,Pink,35.58266145812992,10.71240875330216,40.562661870671924,3.4507439831368107,1606.7377176863517
stephaniekirk@gmail.com,Jodiland,Green,30.5370008455568,9.135900023984641,37.405971202195,4.319556068186245,1450.7245849953856
griffithstephen@hotmail.com,West Kevin,Red,35.16524984200442,7.149891943529364,39.17046632028111,3.629742028114907,1567.9366720979428
freemanjames@hotmail.com,Adamston,Orange,32.01023868364136,13.547118461570207,35.74872037775332,3.520766838469563,1587.8488590683828
donald98@gmail.com,East Michael,Orange,30.43126118338165,11.989870359453745,36.56944795136663,3.2871138131579043,1505.3155561136327
wallacealexis@smith.biz,Proctorborough,Orange,36.25423610431952,11.292270056711653,33.16240263987113,9.642477963388423,1892.2320314443655
michaelwhite@smith.info,North Brianna,Pink,35.21462333868155,12.925623009692993,37.50482793627929,6.188031415795201,1716.8063458665695
walteravery@hotmail.com,South Brian,Orange,33.42358484037157,14.528808520592428,35.675011524332646,5.226372425489453,1683.4441238178779
bmann@hotmail.com,Rojasstad,Red,33.06787577026993,13.039133053841276,36.66721029787463,3.905607114141735,1585.460839622592
shannonbuck@yahoo.com,Lake Kyleberg,Green,33.879020037638234,11.61374195355424,39.072816901078156,2.8157936288127496,1478.7895251004645
smithjesse@yahoo.com,Lake Rachelmouth,Pink,33.38925715583482,16.764976990233375,37.75515816321254,2.215619766640143,1505.6823622482668
sharpgina@hotmail.com,Alanmouth,Green,31.41544809165706,11.228494635020052,39.575135945796305,4.257922029687063,1620.310772283662
ronalddalton@woodard.net,New Josephstad,Pink,32.175895460430155,9.680738185483053,35.52305430523838,5.8782389324591335,1563.9814535589737
bowmancraig@yahoo.com,Floydberg,Green,36.92143566407741,12.699631275439211,37.95464989422345,2.9236158630538176,1620.6219605450704
crystalbishop@hotmail.com,North Alanhaven,Blue,38.34431348525603,11.98887842857963,35.401222962373666,5.349217065465043,1777.5753686342343
tracy17@murphy-alvarado.com,West Saraland,Green,36.125337010461365,14.394188486552157,36.55988595436834,4.7890114789161595,1705.821476398076
martinezjason@gray-ponce.net,Garciamouth,Orange,33.95644788032525,11.447422617850224,36.23373162439165,4.717956200403631,1595.8908220953845
mcdanieltammy@gmail.com,Lloydton,Blue,32.32450193459613,12.169692186903633,34.465522550535866,8.478539698044596,1784.2686181087845
brandonhunter@brown.com,Port Isaacfort,Green,31.40362821220607,10.768464497518135,35.967938768423735,4.911576050215686,1563.8096659877715
valeriebanks@turner.com,Monroeside,Pink,31.535435179139593,14.115317043854512,38.44368970751885,4.826748545387834,1620.3838988371558
dakota66@hotmail.com,Michaelmouth,Pink,31.89346468262648,12.787139996368039,34.710260379482214,3.6266938157995936,1479.6848193222008
cwilkins@gmail.com,Lake Krystal,Pink,37.30232808285154,11.94963047451583,35.34014476944331,3.510817473443805,1634.2639473512259
mtaylor@hotmail.com,New Sierra,Yellow,36.612564592765196,12.200019267801826,40.10919814455305,2.8470030031265,1661.2396096139069
stevenarnold@vargas-rodriguez.com,Smithshire,Red,34.49255677987079,12.457379001686256,40.544692195151555,2.526998482341381,1563.6370047446562
alicia16@hotmail.com,Joannabury,Pink,31.078773647174348,9.625278084826641,39.08014599218913,4.135703689636414,1509.4161551453926
ppetersen@wang.com,North Kimberlyton,Blue,34.78611185342207,14.82541676315029,41.270034528155705,5.278521833173864,1733.192574763654
alexander92@gmail.com,Lake Danaborough,Pink,32.522765942978786,14.708056623480454,40.41163773012369,1.6999158721073595,1521.2079573298747
jessica01@montgomery-huerta.com,Manuelchester,Yellow,28.693981122711758,12.581360778805347,36.7788520921088,4.2951448677094035,1470.9423554476907
stoneangela@estrada.com,North Amy,Orange,33.57420127480252,12.367619105748489,41.972885027835225,3.312079613845478,1591.9229546735328
stacy03@stone.biz,North Paul,Blue,31.316173918331888,10.50668397379017,40.898812151943844,5.666252002444489,1576.5809026366373
jhicks@white-young.com,South Eric,Yellow,31.383893141819925,15.954669924699408,36.81886587625828,3.910669283493803,1574.3966583910687
romanevan@yahoo.com,Port Jeffreyfurt,Orange,32.499184012863985,15.47090913000169,37.62806887047078,5.7549908544771045,1650.8084167110699
alexandriajohnson@moreno-edwards.com,North Garrettmouth,Blue,32.00335405411517,13.288789466816771,35.3454071189831,3.616316358416548,1537.4677146003494
michaeljohnson@hotmail.com,Russellburgh,Green,32.93148636179198,14.140096173343213,36.76067915549895,5.210264902756644,1623.6883018940105
cassandratorres@bryant.info,Walkerstad,Red,32.83533889996559,14.960961935782372,33.1140279237505,4.5004285767741745,1569.6541684643614
victoria91@gmail.com,Craigstad,Red,29.248381814304736,14.554940109841555,35.53376222939415,5.216762672541297,1535.2657813624648
dsmith@calderon.com,Mccartybury,Yellow,36.04055597776566,10.787610057102798,38.98468508688941,6.0113973319957,1745.207556520238
hjackson@gmail.com,Ellischester,Orange,31.03324655410264,11.877747019155034,34.43928417599536,7.287837330055457,1672.5336523346516
klinedwayne@yahoo.com,Port Craigberg,Red,31.095203229739052,13.436364371878932,36.21700737867484,4.681388209025691,1609.6494026125586
wmeza@yahoo.com,West Gary,Orange,32.34289349641941,12.906649864616902,38.39634778021226,4.456718374898787,1617.3536395849603
bradleyjohnson@yahoo.com,East Jamesside,Orange,32.78333030526141,14.006118138039353,36.27607967188206,6.638216334777021,1713.1411067785484
williamsjonathan@yahoo.com,Cainfort,Yellow,35.91795963366368,13.787450805984445,39.878736691753005,3.4823944096976427,1679.4507011992496
davidcruz@young.com,East Jeffrey,Yellow,33.5388469041098,12.993942656529637,39.99243822122715,5.212265405279913,1645.6130898232616
vanessawilson@schwartz.net,North Jimmy,Yellow,34.13293096821907,7.292526587043386,35.45515106257562,3.6174247662519954,1509.5285361900933
autumnleon@yahoo.com,Listad,Red,33.54907237516656,14.845672556581663,35.90764458190577,4.289239690262704,1678.3590342030861
michaelavery@hotmail.com,Smithport,Yellow,33.46292316499755,14.178071631497923,37.11233296654727,3.4163779763359328,1536.0719533009378
wcalderon@yahoo.com,Robertfort,Red,33.61945900617402,16.63842825783876,35.33738835766741,5.500270135002293,1722.761106911186
tdawson@gmail.com,Lake Chad,Yellow,29.134531714862124,11.54500482885684,41.08423786988739,4.160430192035822,1510.8427511069415
ihowell@smith.biz,Lake Lindamouth,Pink,32.50016303032094,8.81418774017968,35.96901642194551,2.6729084897076385,1408.4796139973155
hjohnson@yahoo.com,Ryanmouth,Orange,35.32452222114232,12.13910331928026,39.27714643463494,2.618309023529345,1566.2124079009036
bakernicholas@munoz.com,South Juliemouth,Yellow,40.88466202161337,13.413360677754635,33.256830254099626,4.696174010735657,1816.700398040521
maldonadopaul@hotmail.com,New Elizabethshire,Blue,30.59138213492098,11.61592227628102,35.0677888271677,6.114063658735182,1646.6450958344333
frederick31@gmail.com,Weaverfurt,Orange,33.8461599206487,15.243587336184254,34.28660482835556,1.720425225701335,1516.6144713811414
martinezelizabeth@hotmail.com,Anitaburgh,Orange,31.857906844251318,11.17972102983737,33.88947826956911,4.0924886914448555,1516.948692551694
cbarker@yahoo.com,Zacharyview,Yellow,37.0953038077937,12.298229353073035,35.70910566256389,3.5888565939272024,1623.9834089500723
osanders@hotmail.com,Navarroville,Green,30.292434478417036,12.00802014567971,37.91871473207661,5.835967940977206,1603.6120169581895
paulmiller@lester-smith.com,Andreaburgh,Yellow,34.249878980631756,18.04862291856019,40.83360448395056,3.055420879651,1653.5274122139945
wrightjames@gmail.com,West Whitney,Orange,30.18557780099162,10.687844679764881,36.494481265482015,4.46541223339819,1485.4085518388972
mchavez@hotmail.com,Mitchellmouth,Blue,32.362866663878336,13.667462942373676,37.20467424488444,2.5966400096567783,1437.5952270707646
zhayes@allen.com,New Deniseville,Orange,32.93137333850038,10.097584989680069,37.84818945087013,6.29462142294269,1636.9131658454694
